,years_of_experience,aerodynamics_score,technological_score,Leader,Leadership_score,distance,route_match,fuel_consumption,engine_temperature,body_weight,sensor_equipped
4297,10,14,7,0,239,814,93,53,58,2638,0
4298,20,19,7,0,339,554,32,127,39,2643,1
4299,4,38,9,1,463,691,32,145,42,1769,1
4300,4,17,2,0,204,884,29,145,78,2862,1
4301,3,35,4,0,393,533,81,69,49,3704,0
4302,10,16,8,0,266,895,30,118,41,1500,1
4303,19,49,1,1,592,990,25,38,57,1763,0
4304,5,13,7,0,204,667,33,47,54,2831,1
4305,17,7,3,0,176,726,90,64,38,2802,1
4306,20,31,4,0,438,967,25,90,70,1273,0
4307,16,10,7,0,229,551,42,119,59,2947,0
4308,16,38,4,1,488,704,89,90,63,3703,0
4309,19,23,2,0,339,854,25,75,73,3131,1
4310,20,11,6,0,252,903,19,52,69,1690,1
4311,17,13,2,0,229,732,63,122,48,1498,0
4312,4,10,7,0,169,867,51,42,52,2280,0
4313,13,42,9,1,548,881,1,35,55,2474,0
4314,5,37,10,1,465,608,43,105,78,1578,0
4315,18,26,2,0,364,985,58,97,38,2957,0
4316,2,23,10,0,310,810,16,132,46,2036,1
4317,6,23,2,0,274,567,80,137,69,1688,1
4318,6,14,2,0,184,868,35,128,47,3546,0
4319,13,38,10,1,515,832,57,87,50,2484,0
4320,9,38,3,0,446,546,56,34,50,3488,1
4321,16,32,7,0,449,527,31,112,52,3629,1
4322,13,7,9,0,198,770,78,144,36,1482,1
4323,16,29,9,0,433,617,58,104,44,3111,0
4324,8,18,10,0,290,914,59,112,76,2117,1
4325,6,8,4,0,138,996,91,96,78,3535,0
4326,7,38,3,1,436,642,31,39,71,3960,1
4327,20,17,9,0,333,592,26,111,48,2993,0
4328,20,39,5,1,525,777,6,38,46,2768,1
4329,16,36,1,0,447,823,22,145,62,3316,1
4330,12,19,3,0,271,889,85,39,54,3435,0
4331,11,17,6,0,267,691,25,51,77,3506,0
4332,1,26,10,0,335,755,85,82,54,3380,0
4333,11,45,9,1,568,548,83,67,78,2783,1
4334,16,26,8,0,396,543,13,47,78,1313,1
4335,20,15,7,1,299,597,38,51,77,3849,1
4336,2,34,6,0,392,821,4,86,63,2536,1
4337,4,18,8,0,256,929,48,55,59,3951,1
4338,11,40,10,1,525,812,79,55,53,1930,0
4339,1,33,7,0,384,814,71,44,68,1750,0
4340,0,47,9,1,533,571,74,54,59,1852,0
4341,8,45,6,1,532,543,22,92,48,2695,0
4342,3,6,3,0,96,688,63,40,41,3659,0
4343,2,33,3,0,361,788,17,101,57,2315,0
4344,14,15,6,0,262,815,35,68,44,3989,0
4345,0,29,8,0,346,664,2,30,39,1331,1
4346,10,18,9,0,293,964,77,43,67,1484,0
4347,14,12,5,0,225,957,70,123,38,3857,0
4348,9,34,5,0,420,762,80,60,65,1844,0
4349,3,41,5,1,460,755,14,63,52,2653,0
4350,0,50,3,1,521,671,16,69,47,3251,1
4351,15,6,1,0,142,708,22,75,63,2833,1
4352,19,41,6,1,547,691,44,51,74,3448,1
4353,20,31,4,0,438,601,65,134,60,3788,1
4354,9,33,7,0,424,874,55,76,49,3564,1
4355,16,30,6,1,422,550,42,63,72,2263,1
4356,1,36,7,0,414,921,38,104,42,1255,1
4357,1,7,1,0,82,731,85,104,70,2079,1
4358,20,39,7,1,539,526,2,119,62,3182,1
4359,6,15,5,0,215,780,42,52,77,1295,0
4360,11,48,7,1,584,895,94,126,79,2314,0
4361,20,10,6,1,242,676,97,124,60,2487,0
4362,13,25,1,0,322,596,60,96,42,1899,1
4363,17,40,1,1,492,977,32,129,69,3627,0
4364,9,37,9,1,478,954,18,83,59,3726,1
4365,8,31,8,0,406,775,66,59,40,3847,0
4366,13,7,1,0,142,841,60,131,62,3147,1
4367,8,18,3,0,241,674,86,39,58,2685,0
4368,14,25,1,0,327,576,96,62,53,3536,0
4369,8,26,1,0,307,686,43,94,43,2174,0
4370,3,38,8,1,451,622,35,139,57,2906,0
4371,4,49,1,1,517,550,9,79,42,1376,1
4372,15,23,10,0,375,990,62,47,36,2734,1
4373,9,24,6,0,327,751,7,146,57,3901,1
4374,13,22,4,0,313,725,10,137,46,1683,1
4375,8,13,2,0,184,612,60,98,40,2235,0
4376,5,26,1,0,292,986,19,88,79,2073,0
4377,4,30,4,0,348,866,36,63,43,3845,1
4378,18,36,1,0,457,781,60,121,47,3582,1
4379,11,42,3,1,496,986,61,136,40,3132,1
4380,13,6,1,0,132,613,66,39,79,1684,0
4381,6,32,5,0,385,702,92,114,50,2082,0
4382,11,29,1,0,352,724,92,105,65,3808,0
4383,5,14,1,0,172,517,96,41,37,3301,1
4384,13,44,5,1,540,946,5,145,75,1485,0
4385,20,14,10,0,310,630,38,111,45,2080,0
4386,13,32,9,0,448,683,39,140,64,1425,0
4387,4,44,7,1,509,763,61,73,75,2012,0
4388,10,26,8,0,366,955,88,50,58,1766,1
4389,15,22,10,0,365,722,50,113,79,2669,1
4390,9,25,9,0,358,709,68,38,71,2550,1
4391,14,48,6,1,592,754,72,140,69,1353,1
4392,19,28,6,0,417,610,22,117,53,2522,1
4393,20,23,4,0,358,966,33,80,36,2590,1
4394,14,39,6,1,502,718,31,89,40,3575,1
4395,8,14,9,0,243,621,26,134,36,3909,1
4396,1,38,8,0,441,966,88,129,74,3086,1
4397,7,48,10,1,585,512,37,117,52,3492,1
4398,12,36,7,1,469,816,100,113,79,1775,0
4399,13,30,4,0,393,662,0,115,72,2639,0
4400,14,21,2,0,294,872,89,143,48,2754,0
4401,1,9,5,0,130,737,92,43,47,3095,1
4402,7,30,8,0,391,666,94,93,41,1711,0
4403,6,47,8,1,556,867,99,31,75,1742,0
4404,17,37,9,1,518,991,70,85,46,3941,1
4405,19,17,9,0,328,796,90,131,71,2409,0
4406,19,22,7,0,364,588,94,51,61,2017,0
4407,8,41,2,1,464,692,36,134,38,1480,1
4408,0,38,2,0,394,901,26,96,38,3393,0
4409,2,32,9,0,393,974,74,47,42,2802,0
4410,20,13,1,0,237,685,37,97,43,2780,0
4411,14,47,1,1,547,721,56,87,41,2661,1
4412,7,41,2,1,459,871,86,49,42,1864,0
4413,11,20,5,0,290,754,66,124,39,2164,0
4414,18,49,3,1,601,547,98,115,74,3612,1
4415,13,19,6,0,297,972,10,85,61,1437,1
4416,0,46,1,1,467,625,40,30,38,3979,0
4417,7,43,3,1,486,808,40,108,45,1585,0
4418,1,45,2,1,469,953,58,118,40,1916,1
4419,6,6,5,0,125,598,31,104,48,2392,1
4420,13,47,2,1,549,661,1,118,47,2457,1
4421,8,15,6,0,232,508,54,114,52,2637,1
4422,2,38,2,0,404,675,38,110,61,2941,1
4423,20,36,1,1,467,784,33,33,37,2261,0
4424,3,43,7,1,494,533,65,74,51,3184,0
4425,2,36,3,0,391,751,70,34,80,2499,0
4426,1,32,8,0,381,936,18,64,60,3899,1
4427,9,10,8,0,201,785,71,51,38,1686,0
4428,9,46,8,1,561,898,44,104,67,2297,1
4429,0,31,7,0,359,983,11,119,50,2426,1
4430,13,5,6,0,157,848,18,144,80,3884,0
4431,13,11,5,0,210,837,65,34,42,1989,0
4432,17,40,6,0,527,504,79,113,45,2387,0
4433,13,38,2,1,459,987,74,97,63,2701,0
4434,15,23,2,0,319,628,83,99,79,2579,1
4435,12,24,3,0,321,870,76,67,80,1273,0
4436,4,17,10,0,260,827,70,50,70,2762,1
4437,13,12,6,0,227,691,25,147,61,3030,0
4438,8,43,6,1,512,747,10,64,80,3494,1
4439,10,17,4,0,248,742,34,96,40,3473,0
4440,5,12,7,0,194,715,68,99,41,2282,1
4441,7,40,4,1,463,697,98,83,59,2371,0
4442,8,42,7,1,509,530,19,103,36,2267,0
4443,5,7,3,0,116,544,38,107,58,1772,1
4444,15,47,7,1,594,747,67,143,68,2079,1
4445,4,45,8,1,526,508,36,84,68,3225,1
4446,12,23,10,0,360,505,20,108,77,1705,0
4447,17,39,2,1,489,885,77,118,63,3761,0
4448,19,47,4,1,593,753,24,70,41,2793,0
4449,4,40,9,1,483,857,99,62,44,1251,1
4450,11,42,7,0,524,771,33,95,77,3301,1
4451,7,44,3,1,496,571,28,35,65,3380,1
4452,6,17,7,0,249,692,34,94,78,3383,0
4453,8,45,4,1,518,940,25,142,57,2555,0
4454,18,40,10,1,560,753,90,66,66,1315,1
4455,0,44,1,0,447,563,31,111,72,3305,1
4456,11,22,8,0,331,615,68,113,74,3284,1
4457,3,43,4,1,473,758,13,137,74,2467,0
4458,13,39,3,0,476,645,12,44,36,2347,1
4459,8,17,9,0,273,991,10,80,60,2798,0
4460,1,10,1,0,112,733,60,112,50,3235,0
4461,8,19,1,0,237,905,45,32,49,2279,1
4462,1,16,10,0,235,924,18,89,67,2034,0
4463,1,46,7,1,514,990,68,85,58,1620,0
4464,6,37,5,0,435,919,79,102,54,3908,0
4465,13,31,4,0,403,991,18,77,48,1767,1
4466,9,6,1,0,112,625,36,42,46,2750,0
4467,0,29,5,0,325,526,7,91,48,3007,0
4468,5,27,1,0,302,861,86,121,52,1543,1
4469,17,24,5,0,360,567,25,66,50,3145,1
4470,7,7,4,0,133,596,5,91,59,1452,0
4471,4,24,6,0,302,986,98,121,77,3352,0
4472,3,7,6,0,127,701,52,36,46,3825,1
4473,16,22,10,0,370,535,33,126,42,3993,0
4474,16,21,4,0,318,755,60,73,69,1237,0
4475,8,24,8,0,336,514,55,142,78,2504,0
4476,20,15,9,0,313,968,90,105,72,2351,0
4477,7,22,4,0,283,614,2,90,65,1346,1
4478,1,26,5,0,300,975,96,97,62,3662,0
4479,16,21,1,0,297,666,75,89,57,2008,1
4480,1,7,2,0,89,938,58,100,71,3629,1
4481,19,33,5,1,460,898,56,95,47,1767,0
4482,4,40,4,0,448,600,45,139,59,1716,0
4483,7,42,4,1,483,610,68,72,72,2042,0
4484,11,29,1,0,352,921,80,52,46,3872,1
4485,4,6,7,0,129,891,50,65,71,3721,0
4486,16,38,5,1,495,969,33,83,61,1447,1
4487,14,7,8,0,196,796,7,126,44,3808,0
4488,3,16,2,0,189,658,53,143,56,1942,1
4489,18,25,10,1,410,729,11,135,48,3844,1
4490,15,10,1,0,182,666,12,99,55,2277,1
4491,8,37,10,1,480,835,89,147,70,3918,0
4492,16,13,3,0,231,594,30,65,53,3272,0
4493,12,7,9,0,193,834,75,40,54,3260,1
4494,11,45,2,0,519,958,40,83,46,2169,0
4495,14,11,1,0,187,648,62,78,73,3635,0
4496,13,15,1,0,222,815,6,115,74,3027,1
4497,1,48,7,1,534,580,85,102,74,2094,0
4498,17,17,1,1,262,582,28,148,79,2574,0
4499,17,45,5,1,570,861,44,135,70,3629,0
4500,0,9,2,0,104,985,66,121,52,2380,0
4501,6,18,6,0,252,659,77,142,44,1492,0
4502,2,19,1,0,207,660,47,130,76,2449,0
4503,11,23,6,0,327,747,35,95,54,2746,0
4504,12,5,10,0,180,950,19,100,71,1517,0
4505,7,17,3,0,226,545,4,83,69,2064,0
4506,3,26,4,0,303,765,84,120,75,3934,1
4507,16,19,8,0,326,676,88,123,78,3681,0
4508,15,11,9,0,248,618,27,133,51,3950,0
4509,8,11,4,0,178,656,70,87,47,1403,0
4510,9,25,6,0,337,719,61,40,57,1672,0
4511,20,19,6,0,332,751,47,109,55,2971,0
4512,8,35,5,1,425,729,32,78,43,2887,0
4513,20,48,7,1,629,783,35,60,39,1692,1
4514,20,35,3,1,471,674,32,134,64,1604,0
4515,14,46,3,1,551,621,94,119,56,3640,1
4516,7,39,7,1,474,757,71,34,71,2944,0
4517,16,12,5,0,235,771,35,147,79,2478,0
4518,11,12,6,0,217,851,50,141,36,3623,0
4519,0,16,5,0,195,583,60,75,71,1945,1
4520,3,8,4,0,123,619,91,126,45,3423,1
4521,16,33,2,0,424,702,1,108,70,1909,0
4522,17,45,8,1,591,909,38,140,72,2597,0
4523,6,11,7,0,189,883,86,88,66,2300,1
4524,15,25,2,0,339,511,38,45,47,1430,0
4525,11,24,1,0,302,754,19,95,65,3862,1
4526,9,8,8,0,181,854,60,138,80,3531,0
4527,10,27,7,0,369,818,16,122,62,3255,0
4528,6,40,7,0,479,781,84,142,63,3650,1
4529,14,42,9,1,553,567,94,40,62,2669,0
4530,7,26,1,0,302,603,3,93,70,1384,0
4531,5,46,10,0,555,618,30,71,66,1425,1
4532,18,17,9,0,323,735,77,76,53,1640,0
4533,18,25,8,1,396,529,6,107,39,2022,0
4534,18,10,4,0,218,871,95,114,73,3107,1
4535,12,26,3,0,341,971,95,30,37,3245,1
4536,0,49,7,1,539,830,29,109,38,2012,1
4537,5,43,8,1,511,882,79,133,62,1387,1
4538,8,30,2,0,354,507,30,105,77,2496,1
4539,1,14,8,0,201,609,82,105,46,2308,1
4540,19,30,8,1,451,778,15,88,36,3299,1
4541,18,11,7,0,249,666,73,107,49,3328,1
4542,18,21,2,0,314,598,26,104,58,1859,0
4543,15,36,10,1,505,878,7,90,77,1567,1
4544,7,48,2,1,529,588,43,106,69,2454,1
4545,10,42,6,1,512,605,80,78,48,2432,0
4546,5,21,4,0,263,708,73,39,70,2898,0
4547,4,19,4,0,238,955,58,62,38,1969,1
4548,8,13,8,0,226,694,23,55,57,2214,0
4549,20,12,5,0,255,762,15,82,49,3191,0
4550,12,7,8,0,186,739,70,147,77,2366,1
4551,0,43,4,1,458,544,80,86,52,3345,0
4552,2,49,3,1,521,512,89,119,72,2732,1
4553,1,10,6,0,147,751,78,84,65,2366,1
4554,9,19,3,0,256,635,9,78,77,3970,1
4555,2,22,9,0,293,880,13,64,61,3557,1
4556,5,42,7,1,494,604,42,81,62,2519,1
4557,6,35,3,0,401,751,16,34,37,3899,0
4558,7,11,10,0,215,501,37,127,50,2489,0
4559,4,47,3,1,511,919,70,102,43,3088,0
4560,12,44,10,1,570,918,65,36,41,3950,1
4561,18,15,6,0,282,757,34,84,67,2827,0
4562,17,39,3,1,496,891,36,109,40,2339,0
4563,17,40,1,1,492,781,100,55,65,1727,1
4564,14,6,2,0,144,642,87,89,72,2528,1
4565,2,35,5,0,395,962,21,39,40,3790,1
4566,7,11,10,0,215,847,51,105,78,2258,0
4567,5,14,5,0,200,562,15,43,45,2437,0
4568,16,47,7,1,599,595,43,60,65,1478,0
4569,14,34,5,0,445,841,17,100,53,2290,0
4570,4,33,7,0,399,728,48,107,57,3876,0
4571,15,37,4,1,473,606,13,132,36,2814,0
4572,18,46,6,1,592,932,3,48,76,1855,0
4573,11,40,8,1,511,725,54,92,51,1808,1
4574,0,32,3,0,341,848,76,80,54,1595,0
4575,17,24,5,0,360,986,41,143,53,2429,1
4576,18,28,3,0,391,657,79,49,53,3868,0
4577,15,43,3,1,526,806,95,110,79,3939,1
4578,10,42,6,1,512,988,3,88,49,1640,1
4579,16,34,4,0,448,867,94,46,50,1238,1
4580,9,20,9,0,308,989,57,112,71,1234,1
4581,7,14,3,0,196,964,83,149,44,3667,1
4582,3,23,4,1,273,811,45,103,37,3783,0
4583,2,27,10,0,350,503,86,84,79,1956,1
4584,9,37,1,0,422,983,68,73,54,2880,1
4585,7,48,6,1,557,897,62,126,80,1692,0
4586,9,21,10,0,325,510,56,106,56,2708,1
4587,12,20,7,0,309,818,54,45,39,2378,0
4588,10,21,4,0,288,784,18,125,46,3738,0
4589,12,6,4,0,148,965,95,46,52,2414,0
4590,11,37,3,0,446,824,63,81,36,2438,1
4591,10,20,2,0,264,936,34,87,66,2728,0
4592,2,37,10,1,450,537,45,80,41,1287,0
4593,2,41,5,1,455,776,51,50,71,3539,1
4594,1,29,8,0,351,846,7,51,51,2842,0
4595,14,44,3,0,531,910,82,128,71,1903,0
4596,17,41,9,1,558,610,4,107,39,1732,0
4597,11,47,5,1,560,964,97,94,53,1618,1
4598,7,44,6,1,517,741,3,56,69,3467,1
4599,15,36,2,0,449,958,33,118,51,1207,0
4600,14,8,2,0,164,632,63,139,79,2687,1
4601,5,7,8,0,151,920,15,32,58,3138,1
4602,13,40,10,1,535,769,80,132,37,2099,1
4603,14,49,9,1,623,875,100,48,44,3989,0
4604,10,7,3,0,141,520,2,32,73,1618,1
4605,18,24,9,0,393,869,19,73,47,2186,0
4606,3,45,6,1,507,670,5,134,51,2510,1
4607,10,50,9,0,613,941,69,147,46,2373,0
4608,11,35,10,1,475,593,97,101,48,2071,0
4609,14,49,5,1,595,613,8,100,74,3447,0
4610,16,19,1,0,277,713,60,49,55,3850,0
4611,18,27,5,0,395,526,97,108,48,3386,0
4612,16,20,3,0,301,767,69,121,51,2605,0
4613,16,33,8,1,466,641,82,119,36,2831,0
4614,7,40,5,1,470,754,18,46,75,2506,1
4615,9,19,5,0,270,817,58,139,63,2504,0
4616,3,36,3,0,396,586,17,82,55,2954,1
4617,7,43,6,1,507,521,13,116,56,2817,0
4618,13,6,10,0,195,675,65,78,67,2556,1
4619,5,7,5,0,130,609,14,60,55,2075,0
4620,6,25,3,0,301,733,18,73,54,3751,1
4621,17,7,10,0,225,637,47,70,58,3761,1
4622,15,30,10,0,445,903,5,137,57,3208,0
4623,4,8,5,0,135,786,94,107,67,1531,0
4624,1,46,1,1,472,796,96,34,78,3630,1
4625,3,9,6,0,147,826,82,54,75,2563,0
4626,13,43,9,1,558,523,3,126,37,3202,1
4627,1,10,10,0,175,697,19,102,48,1993,1
4628,10,42,1,0,477,896,38,42,57,3702,0
4629,14,31,7,0,429,689,12,60,65,2774,1
4630,5,14,9,0,228,984,62,94,40,3399,0
4631,6,38,7,1,459,531,62,113,49,3960,1
4632,1,10,5,0,140,840,45,144,68,1209,1
4633,15,28,9,0,418,729,32,115,77,3377,1
4634,11,19,1,0,252,796,76,63,55,2450,1
4635,17,37,4,1,483,838,71,59,73,1651,0
4636,11,25,5,0,340,842,74,36,78,3589,1
4637,7,35,1,0,392,714,50,138,59,3227,1
4638,14,21,6,0,322,927,62,142,78,2922,1
4639,6,15,4,0,208,777,29,136,66,1890,0
4640,0,11,8,0,166,916,63,94,70,3856,0
4641,6,21,6,0,282,869,68,79,73,2738,0
4642,17,18,8,0,321,952,2,134,69,3440,1
4643,18,34,4,1,458,538,69,116,56,2358,1
4644,17,29,3,0,396,530,45,73,56,3396,1
4645,3,26,7,0,324,532,20,134,48,3579,0
4646,19,38,5,1,510,536,20,143,54,2620,1
4647,16,14,3,0,241,609,67,81,37,2229,1
4648,4,7,2,0,104,749,87,105,71,3079,1
4649,6,16,6,0,232,697,8,86,50,2673,1
4650,17,48,9,1,628,683,93,107,66,3079,1
4651,13,50,6,1,607,623,26,96,39,2033,1
4652,5,22,1,0,252,616,41,30,43,1994,1
4653,7,26,8,0,351,741,26,127,56,3062,1
4654,6,37,1,0,407,819,32,58,51,1572,1
4655,18,5,7,0,189,539,24,50,58,3040,0
4656,14,49,2,1,574,856,2,110,48,2405,0
4657,13,27,2,0,349,846,70,146,46,2360,1
4658,10,38,6,1,472,717,31,98,37,3283,1
4659,13,32,8,0,441,787,84,143,73,1638,0
4660,14,25,7,0,369,691,52,107,41,3238,0
4661,9,49,6,1,577,809,98,92,73,3699,0
4662,5,24,5,0,300,753,10,110,78,3952,1
4663,10,26,4,1,338,562,90,66,70,2519,1
4664,15,13,2,0,219,516,88,56,59,2477,0
4665,3,12,7,0,184,683,87,104,47,3197,1
4666,4,19,3,0,231,955,84,49,46,1418,1
4667,14,39,2,1,474,896,73,73,42,2161,1
4668,1,33,3,0,356,595,47,31,46,3792,0
4669,18,39,4,1,508,872,24,125,71,3678,0
4670,11,5,1,0,112,636,76,71,57,3201,0
4671,11,42,8,1,531,650,13,78,75,3025,0
4672,1,39,7,0,444,535,5,101,49,1711,0
4673,3,30,8,0,371,707,96,150,51,3709,0
4674,16,38,8,1,516,864,70,79,73,2788,0
4675,19,11,8,0,261,692,67,69,36,1936,0
4676,15,21,4,0,313,781,3,36,73,2933,1
4677,16,5,7,0,179,533,16,95,66,1627,0
4678,19,41,6,1,547,626,61,115,64,2856,1
4679,0,18,5,0,215,839,14,68,52,2912,0
4680,13,35,3,0,436,918,97,38,36,1907,1
4681,2,41,4,0,448,769,9,38,44,1426,0
4682,1,22,8,0,281,747,98,144,53,3429,0
4683,6,19,3,0,241,947,99,98,39,2022,0
4684,11,16,10,0,285,660,52,122,41,3044,0
4685,1,10,9,0,168,966,15,149,37,3989,1
4686,8,16,1,0,207,685,57,116,37,2183,0
4687,0,21,7,0,259,823,73,144,40,3597,0
4688,5,19,1,0,222,866,32,35,40,1685,1
4689,13,39,7,1,504,667,59,115,50,3927,0
4690,10,36,7,0,459,883,88,53,49,2670,0
4691,4,47,8,1,546,972,29,128,66,2537,0
4692,8,47,2,1,524,787,71,32,71,2601,1
4693,15,19,3,0,286,567,1,42,76,3897,0
4694,16,47,8,1,606,855,6,55,64,2640,0
4695,1,15,5,0,190,532,55,135,45,3783,0
4696,9,46,4,1,533,769,21,141,62,3288,0
4697,6,39,3,0,441,874,25,74,76,1419,0
4698,13,39,2,1,469,894,88,145,60,2832,0
4699,16,17,8,0,306,728,16,46,56,2821,1
4700,11,47,1,1,532,790,89,134,54,3367,0
4701,1,16,6,0,207,730,18,65,72,3529,1
4702,12,48,5,1,575,677,100,116,80,3140,0
4703,13,41,9,1,538,957,39,109,57,3722,0
4704,20,26,2,0,374,974,43,134,67,2800,1
4705,1,11,3,1,136,671,23,40,58,2464,0
4706,10,14,7,0,239,788,50,145,51,3388,1
4707,14,37,5,1,475,792,87,132,49,2848,0
4708,16,47,6,1,592,766,22,135,60,2749,0
4709,16,50,2,1,594,636,15,145,59,1328,1
4710,14,19,5,0,295,967,46,70,71,1272,1
4711,1,20,2,0,219,970,76,139,70,2835,1
4712,5,5,8,0,131,511,1,57,38,3322,0
4713,0,37,5,0,405,956,29,44,48,2171,0
4714,1,26,1,0,272,744,24,143,57,2454,1
4715,3,39,8,1,461,911,75,55,63,2983,1
4716,5,36,10,1,455,633,15,84,70,1325,0
4717,5,48,2,1,519,623,3,30,46,2132,1
4718,0,47,9,1,533,802,76,102,60,1387,0
4719,19,28,1,0,382,998,48,108,52,2629,1
4720,13,45,4,1,543,891,98,123,52,1367,1
4721,17,19,1,0,282,554,82,126,39,2734,0
4722,4,35,1,0,377,722,83,95,55,2391,0
4723,8,10,1,0,147,768,74,90,38,1541,1
4724,5,28,5,0,340,815,26,80,40,1841,1
4725,18,24,2,0,344,599,90,96,80,3685,0
4726,0,35,1,0,357,863,83,131,49,2727,1
4727,11,32,8,0,431,933,0,144,44,2350,0
4728,2,50,3,1,531,810,38,124,49,1556,0
4729,0,15,7,0,199,519,5,32,39,2211,1
4730,10,34,8,0,446,998,67,90,51,3300,1
4731,15,21,8,0,341,656,54,84,75,3761,0
4732,3,25,10,0,335,733,46,118,58,2306,1
4733,8,21,6,0,292,663,69,130,44,2338,0
4734,20,7,5,0,205,548,77,30,46,3187,1
4735,19,19,3,0,306,781,3,123,75,2292,1
4736,19,5,5,0,180,890,43,44,46,2933,1
4737,8,35,6,0,432,894,85,136,36,1525,1
4738,10,24,1,0,297,697,75,72,41,3303,0
4739,5,29,6,0,357,639,48,132,42,2699,1
4740,17,47,5,1,590,726,87,48,71,1395,1
4741,7,37,4,0,433,766,63,68,41,2608,0
4742,12,19,1,0,257,856,84,43,57,1642,0
4743,2,37,7,0,429,700,56,102,70,2995,0
4744,15,10,8,0,231,732,42,33,58,1771,0
4745,12,50,7,1,609,549,51,42,69,2202,0
4746,3,7,4,0,113,574,16,150,55,1257,0
4747,3,23,7,0,294,624,94,74,62,3611,0
4748,1,24,4,0,273,534,76,82,51,2416,1
4749,9,16,7,0,254,799,52,74,63,1221,0
4750,10,16,4,0,238,582,32,52,80,3712,1
4751,15,11,5,0,220,559,28,138,42,2778,1
4752,13,9,7,0,204,587,56,111,72,3944,0
4753,20,24,10,0,410,669,63,73,64,1599,1
4754,19,37,7,0,514,997,98,52,68,1587,1
4755,4,19,10,0,280,710,21,49,60,3213,0
4756,1,46,7,1,514,785,80,43,39,3993,0
4757,0,44,2,1,454,805,84,51,40,2636,1
4758,13,13,2,0,209,658,27,148,45,2577,1
4759,1,35,3,0,376,537,35,39,78,2935,1
4760,14,40,1,1,477,668,58,103,36,2092,0
4761,17,24,10,0,395,852,67,129,42,3936,0
4762,19,41,5,1,540,856,84,146,60,1292,0
4763,15,43,4,1,533,534,26,56,52,3529,1
4764,9,12,7,0,214,908,94,95,57,3198,0
4765,1,21,9,0,278,604,16,150,63,2946,0
4766,16,50,10,0,650,704,43,52,73,2263,0
4767,11,36,5,1,450,756,18,60,63,1576,1
4768,19,11,3,0,226,650,44,121,57,2849,0
4769,11,30,7,0,404,877,98,108,53,2267,0
4770,10,10,9,0,213,795,4,109,66,2503,0
4771,7,19,6,0,267,565,43,132,41,3438,0
4772,17,42,6,1,547,614,82,128,38,3019,1
4773,18,27,2,0,374,772,77,141,38,2966,1
4774,7,17,8,0,261,531,61,42,67,3761,0
4775,11,8,2,0,149,992,17,111,59,2251,0
4776,4,40,8,1,476,528,51,60,41,1927,0
4777,11,15,1,0,212,840,84,98,70,1409,1
4778,1,32,1,0,332,509,39,62,59,1415,0
4779,6,14,4,0,198,979,52,91,53,3255,0
4780,9,46,1,1,512,563,86,57,78,1663,0
4781,10,14,4,0,218,783,49,32,47,1734,0
4782,7,36,6,0,437,795,56,103,40,3176,0
4783,16,34,6,1,462,701,28,50,57,3067,1
4784,11,15,2,0,219,725,90,128,77,1435,0
4785,10,42,9,0,533,846,6,55,77,1484,0
4786,6,5,8,0,136,593,95,100,53,1519,0
4787,17,7,4,0,183,513,37,57,64,1993,0
4788,19,6,8,0,211,567,95,64,50,2407,0
4789,15,43,9,1,568,938,51,97,63,3072,0
4790,9,21,2,0,269,783,3,58,55,2132,1
4791,20,19,9,0,353,688,52,116,76,3876,0
4792,17,21,5,1,330,784,76,83,40,2850,1
4793,9,19,7,0,284,630,56,116,75,2543,1
4794,13,26,9,0,388,668,11,85,69,2805,1
4795,15,37,1,1,452,627,63,91,46,2100,1
4796,13,28,9,0,408,935,53,34,40,2447,1
4797,12,41,2,1,484,881,3,61,65,3415,1
4798,7,44,10,1,545,585,37,117,52,3032,0
4799,2,31,4,0,348,534,59,85,73,3049,0
4800,2,18,4,1,218,895,80,75,40,3162,0
4801,13,18,9,0,308,549,74,71,67,3631,1
4802,1,24,3,0,266,733,72,56,52,1442,1
4803,13,45,9,0,578,536,70,61,38,1577,0
4804,0,29,1,0,297,925,32,54,69,3880,1
4805,17,49,7,0,624,538,46,123,68,3445,0
4806,8,42,3,1,481,503,89,49,69,1379,0
4807,1,20,2,0,219,837,47,116,52,2086,0
4808,0,41,10,1,480,809,20,146,59,3235,0
4809,19,33,6,1,467,858,14,84,73,1608,0
4810,19,6,5,0,190,819,15,33,46,1635,1
4811,13,21,1,0,282,510,6,40,69,2193,0
4812,11,30,6,0,397,622,65,122,55,1838,0
4813,13,25,2,0,329,792,68,103,68,3559,0
4814,9,14,6,0,227,958,37,83,62,3035,0
4815,15,30,2,0,389,962,78,34,71,2160,1
4816,4,10,10,0,190,501,37,131,50,2395,0
4817,20,30,9,0,463,951,72,84,75,3607,0
4818,12,49,8,0,606,975,59,80,64,3346,1
4819,18,50,8,1,646,717,55,127,61,1920,0
4820,18,28,9,0,433,944,30,107,73,2486,1
4821,13,36,6,1,467,519,34,110,59,2343,0
4822,10,48,10,1,600,951,74,71,52,1490,1
4823,20,16,3,0,281,758,3,115,66,3879,1
4824,10,25,7,0,349,872,61,34,54,3667,0
4825,17,24,2,0,339,806,54,62,49,3380,0
4826,11,43,8,1,541,870,84,40,72,2404,1
4827,2,50,10,1,580,527,97,72,69,1723,0
4828,10,36,7,0,459,917,64,49,66,2536,0
4829,10,7,3,0,141,865,22,149,78,1698,1
4830,14,36,4,1,458,662,51,114,36,3976,1
4831,17,11,10,0,265,682,5,79,57,3532,1
